formOccurrences	form	lemma	HebBinyan	VerbForm	Person	Number	Gender	form_niqqud	lemma_niqqud	lemmaCount
3	משתתפות	השתתף	HITPAEL	Part	1,2,3	Plur	Fem	מִשְׁתַּתְּפוֹת	הִשְׁתַתֵּף	27
1	מצביעות	הצביע	PIEL	Part	1,2,3	Plur	Fem	מַצְבִּיעוֹת	הִצְבִּיעַ	20
1	מסתבך	הסתבך	HITPAEL	Part	1,2,3	Sing	Masc	מִסְתַבֵּךְ	הִסְתַבֵּךְ	2
1	משתתפת	השתתף	HITPAEL	Part	1,2,3	Sing	Fem	מִשְׁתַּתֶּפֶת	הִשְׁתַתֵּף	27
2	מערכת	מערכת	PAAL	Part	3	Sing	Fem	מַעֲרֶכֶת	מַעֲרֶכֶת	2
1	מדלגות	דילג	HITPAEL	Part	1,2,3	Plur	Fem	מַדְלְגוֹת	דִּילֵג	1
6	מתחרות	התחרה	PIEL	Part	3	Plur	Fem	מִתְחָרוֹת	הִתְחָרָה	15
2	תורמות	תרם	PAAL	Part	3	Plur	Fem	תּוֹרְמוֹת	תָּרַם	26
1	מביאות	הביא	HIFIL	Part	3	Plur	Fem	מְבִּיאוֹת	הֵבִיא	77
1	מבצע	ביצע	PIEL	Part	3	Sing	Masc	מִבְצָע	בִּיצֵּעַ	6
1	צפו	צפה	PAAL		3	Plur	Masc	צָּפוּ	צָּפָה	6
2	מתחלקת	התחלק	HITPAEL	Part	1,2,3	Sing	Fem	מִתְחַלֶּקֶת	הִתְחַלֵּק	5
3	מדרגים	דירג	PIEL	Part	3	Plur	Masc	מַדְרֵגִים	דִּירְג	12
2	צופים	צפה	PAAL	Part	2	Plur	Masc	צוֹפִים	צָּפָה	6
6	להצביע	הצביע	HIFIL	Inf				לְהַצְבִּיעַ	הִצְבִּיעַ	20
1	מחושבת	חושב	PUAL	Part	3	Sing	Fem	מְחוּשֶּׁבֶת	חוֹשֵׁב	2
4	תסביר	הסביר	HIFIL		2	Sing	Masc	תַּסְבִּיר	הִסְבִּיר	51
2	הצביעו	הצביע	HIFIL		3	Plur	Masc	הִצְבִּיעוּ	הִצְבִּיעַ	20
3	מצביע	הצביע	HIFIL	Part	3	Sing	Masc	מַצְבִּיעַ	הִצְבִּיעַ	20
2	להעתיק	העתיק	HIFIL	Inf				לְהַעְתִּיק	הָעַתִּיק	3
3	יעבור	עבר	PAAL		3	Sing	Masc	יַעֲבוֹר	עָבַר	261
1	תתעסקו	התעסק	HITPAEL		3	Plur	Masc	תִּתְעַסְּקוּ	הִתְעַסֵּק	20
2	תארו	תיאר	PAAL		3	Plur	Masc	תָּאֲרוּ	תֵּיָאֵר	18
1	להגביל	הגביל	HIFIL	Inf				לְהַגְּבִיל	הִגְּבִיל	2
1	מוקלטים	מוקלט	PUAL	Part	3	Plur	Masc	מוּקְלָטִים	מוּקְלָט	1
4	עומדות	עמד	PAAL	Part	3	Plur	Fem	עוֹמְדוֹת	עָמַד	86
1	הושאת	הושאת	HUFAL		3	Sing	Fem	הוֹשָׂאַת	הוֹשָׂאַת	1
5	שלחה	שלח	PAAL		3	Sing	Fem	שָׁלְחָה	שָׁלַח	47
6	הכניס	הכניס	HIFIL		3	Sing	Masc	הִכְּנִיס	הִכְּנִיס	40
1	נפסלה	נפסל	NIFAL		3	Sing	Fem	נִפְסְלָה	נִפְסַל	2
1	הצטרפה	הצטרף	HITPAEL		3	Sing	Fem	הִצְטָרְפָה	הִצְטָרֵף	26
7	זכתה	זכה	PAAL		3	Sing	Fem	זָּכְתָה	זָּכָה	38
1	התענינו	התענה	HITPAEL		3	Plur	Masc	הִתְעַנְּיְנוּ	הִתְעַנָּה	1
1	איבב	איבב	PAAL		3	Sing	Masc	אִיבָּב	אִיבָּב	1
1	יושמעו	הושמע	NIFAL		3	Plur	Fem,Masc	יוּשְׁמְעוּ	הוּשְׁמַע	1
4	לשחק	שיחק	PIEL	Inf				לְשְַׂחֵק	שִִׂיחֵק	12
3	להפסיד	הפסיד	HIFIL	Inf				לְהַפְּסִיד	הִפְסִיד	8
1	הפסדת	הפסיד	HIFIL		1	Sing	Masc	הַפְּסָדַת	הִפְסִיד	8
3	מסכימים	הסכים	HIFIL	Part	1,2,3	Plur	Masc	מַסְכִּימִים	הִסְכִּים	71
4	תשאלו	שאל	HIFIL		3	Plur	Masc	תִּשְׁאֲלוּ	שָׁאַל	111
13	מבטיח	הבטיח	HIFIL	Part	1	Sing	Masc	מַבְטִיחַ	הִבְטִיחַ	18
3	ישמע	שמע	PAAL		3	Sing	Masc	יִשְׁמַע	שָׁמַע	173
1	יברח	בירח	PAAL		3	Sing	Masc	יִבְרַח	בַּיָּרֵחַ	1
2	צופה	צפה	PAAL	Part	2	Sing	Masc	צוֹפֶּה	צָּפָה	6
2	קפצו	קפץ	PAAL		3	Plur	Masc	קָּפְצוּ	קָפַץ	28
1	דברו	דבר	PAAL		1	Plur	Masc	דְּבָרוֹ	דָּבָר	10
1	בילה	בילה	PIEL		3	Sing	Masc	בִּילָה	בִּילָה	3
1	שרה	שר	PAAL		3	Sing	Fem	שָׂרָה	שַּׂר	8
2	יחשוב	חשב	PAAL		3	Sing	Masc	יַחֲשׁוֹב	חָשַׁב	318
1	לקלקל	קלקל	PIEL	Inf				לְקַלְקֵל	קַלְקַל	2
10	לצפות	לצפות		Inf				לְצַפּוֹת	לְצַפּוֹת	10
1	מתביישים	התבייש	HITPAEL	Part	3	Plur	Masc	מִתְבַיְּישִׁים	הִתְבַּיֵּישׁ	6
4	תעלה	עלה	PAAL		3	Sing	Fem	תַּעֲלֶה	עָלָה	147
1	נובר	נובר	PAAL	Part	3	Sing	Masc	נוֹבֶּר	נוֹבֶּר	1
1	נשאבתי	נשאב	NIFAL		1	Sing	Masc	נִשְׁאַבְתִּי	נִשְׁאַב	1
2	להתעניין	התעניין	HITPAEL	Inf				לְהִתְעַנְיֵין	הִתְעַנְיֵין	10
4	להשלים	השלים	HIFIL	Inf				לְהַשְׁלִים	הִשְׁלִים	7
5	מתחרים	התחרה	PIEL	Part	1,2,3	Plur	Masc	מִתְחָרִים	הִתְחָרָה	15
1	דיווחתי	דיווח	PIEL		1	Sing	Masc	דִּיוַּוחְתִּי	דִּיוּוּחַ	3
1	ניצחנו	ניצח	PIEL		1	Plur	Masc	נִיצַּחְנוּ	נִיצֵּחַ	11
2	מזוהה	זוהה	PUAL	Part	3	Sing	Masc	מְזוֹהֶה	זוֹהֶה	2
3	מושך	משך	PAAL	Part	3	Sing	Masc	מוֹשֵׁךְ	מֶשֶׁךְ	22
1	נמשכתי	נמשך	NIFAL		1	Sing	Masc	נִמְשְַׁכָתִי	נִמְשָׁךְ	17
1	מתמקדת	התמקד	HITPAEL	Part	1,2,3	Sing	Fem	מִתְמַקֶּדֶת	הִתְמַקֵּד	5
6	נהנה	נהנה	NIFAL	Part	1	Sing	Masc	נֶהֱנֶה	נֶהֱנֶה	32
3	נחסף	נחסף	NIFAL	Part	3	Sing	Masc	נֶחֱסַף	נֶחֱסַף	6
1	נתחרים	נתחר	NIFAL	Part	3	Plur	Masc	נִתְחָרִים	נִתְחַר	1
1	אורכות	אורך	PAAL	Part	3	Plur	Fem	אוֹרְכוֹת	אוֹרֶךְ	1
1	מכונות	מכונה	PAAL	Part	3	Plur	Fem	מְכוֹנוֹת	מְכוּנֶּה	1
2	מתמקדות	התמקד	HITPAEL	Part	1,2,3	Plur	Fem	מִתְמַקְּדוֹת	הִתְמַקֵּד	5
2	שעושות	שעש	PAAL	Part	3	Plur	Fem	שֶׁעוֹשׂוֹת	שַׁעַשׁ	5
3	סיפרת	סיפר	PAAL		1	Sing	Masc	סִּיפַּרְתָּ	סִּיפֵּר	121
3	מתקבל	התקבל	HITPAEL	Part	1,2,3	Sing	Masc	מִתְקַבֵּל	הִתְקַבֵּל	10
3	נבנת	נבנה	PAAL		1	Sing	Masc	נִבְנַת	נִבְנָה	5
2	מתרחש	התרחש	HITPAEL	Part	1,2,3	Sing	Masc	מִתְרַחֵשׁ	הִתְרַחֵשׁ	6
4	משקיעים	משקיע	PIEL	Part	3	Plur	Masc	מַשְׁקִיעִים	מַשְׁקִיעַ	4
1	תענוג	תענוג	PAAL		3	Sing	Masc	תַּעֲנוּג	תַּעֲנוּג	1
2	לגמר	גימר	PAAL	Inf				לִגְמַר	גִּימֵר	5
2	שונאים	שנא	PAAL	Part	3	Plur	Masc	שׂוֹנְאִים	שַּׂנָּא	2
1	יצביעו	הצביע	HIFIL		3	Plur	Masc	יַצְבִּיעוּ	הִצְבִּיעַ	20
2	נזכה	זכה	HIFIL		1	Plur	Masc	נִזְכֶּה	זָּכָה	38
1	הבאנו	הביא	HIFIL		1	Plur	Masc	הֵבֵאנוּ	הֵבִיא	77
2	להזיז	הזיז	HIFIL	Inf				לְהָזִיז	הֵזִיז	5
1	מתנגן	התנגן	HITPAEL	Part	3	Sing	Masc	מִתְנַגֵּן	הִתְנַגֵּן	3
1	מפים	הפה	PAAL		3	Plur	Masc	מַפִּים	הַפֶּה	1
1	סימנה	סימן	PIEL		3	Sing	Fem	סִּימְּנָה	סִּימָן	3
6	זכינו	זכה	PAAL		1	Plur	Masc	זָּכִינוּ	זָּכָה	38
2	לנצח	ניצח	PIEL	Inf				לְנַצֵּחַ	נִיצֵּחַ	11
2	הצביע	הצביע	HIFIL		3	Sing	Masc	הִצְבִּיעַ	הִצְבִּיעַ	20
1	מתרעיינת	התרעיין	HITPAEL	Part	1,2,3	Sing	Fem	מִתְרַעֲיֶינֶת	הַתַּרְעַיְין	2
2	שורדת	שרד	PAAL	Part	3	Sing	Fem	שָׂוֹרֶדֶת	שֶׂרֶד	3
1	להינצל	ננצל	NIFAL	Inf				לְהִינָּצֵל	נִנְצַל	1
3	שקרה	שקרה	PAAL		3	Sing	Masc	שֶׁקָּרָה	שֶׁקָּרָה	3
1	נהרגה	נהרג	NIFAL		3	Sing	Fem	נֶהֶרְגָה	נֶהֱרַג	5
1	מתעניינת	התעניין	HITPAEL	Part	1,2,3	Sing	Fem	מִתְעַנְיֶינֶת	הִתְעַנְיֵין	10
8	יעזור	עזר	HIFIL		3	Sing	Masc	יַעֲזוֹר	עֵזֶר	160
4	תעבור	עבר	PAAL		3	Sing	Fem	תַּעֲבוֹר	עָבַר	261
1	תסיים	סיים	HIFIL		3	Sing	Fem	תְּסַיֵּים	סִּייֵּם	69
2	מצביעים	הצביע	HIFIL	Part	3	Plur	Masc	מַצְבִּיעִים	הִצְבִּיעַ	20
6	לנתק	לנתק	PAAL	Inf				לְנַתֵּק	לְנַתֵּק	6
1	תצביע	הצביע	HIFIL		3	Sing	Fem	תַּצְבִּיעַ	הִצְבִּיעַ	20
1	דירגו	דירג	PIEL		3	Plur	Masc	דִּירְּגוּ	דִּירְג	12
1	נותנו	נותן	NIFAL		3	Plur	Masc	נוֹתְּנוּ	נוֹתֵן	1
1	מצאר	ציאר	PAAL		3	Sing	Masc	מָצָאר	צַּיָּאר	1
2	מוכיחים	הוכיח	HIFIL	Part	3	Plur	Masc	מוֹכִיחִים	הוֹכִיחַ	13
1	חתמו	חתם	PAAL		3	Plur	Masc	חָתְמוּ	חָתָם	16
2	מסתובבים	הסתובב	HITPAEL	Part	3	Plur	Masc	מִסְתּוֹבְבִים	הִסְתּוֹבֵב	16
7	נחשבים	נחשב	NIFAL	Part	3	Plur	Masc	נֶחֱשָׁבִים	נֶחֱשָׁב	40
1	מסוכסכים	סוכסך	PUAL	Part	3	Plur	Masc	מְסוּכְסָכִים	סוּכְסָךְ	1
2	מנצחת	מנצחת	PIEL	Part	1,2,3	Sing	Fem	מְנַצַּחַת	מְנַצַּחַת	2
7	קיבלה	קיבל	PIEL		3	Sing	Fem	קִיבְּלָה	קִיבֵּל	245
2	מתבקשת	התבקש	HITPAEL	Part	1,2,3	Sing	Fem	מִתְבַקֶּשֶׁת	הִתְבַקֵּשׁ	2
1	אתמור	תמר	PAAL		1	Sing	Masc	אֶתְמוֹר	תָּמָר	1
1	יעידו	העיד	HIFIL		3	Plur	Masc	יָעִידוּ	הֵעִיד	9
1	השתרש	השתרש	HITPAEL		3	Sing	Masc	הִשְׂתָּרֵשׁ	הִשְׂתָּרֵשׁ	1
2	שאלת	שאלה	PAAL		2	Sing	Fem	שָׁאַלְתָּ	שְׁאֵלָה	2
4	לייצג	ייצג	PIEL	Inf				לְיַיצֵּג	יִיצֵּג	5
1	מליצג	ליצג	PIEL	Part	3	Sing	Masc	מְלִיצְּג	לִיצָּג	1
1	להגשים	הגשים	HIFIL	Inf				לְהַגְּשִׁים	הַגָּשִׁים	2
3	זוכים	זכה	PAAL	Part	1,2,3	Plur	Masc	זוֹכִים	זָּכָה	38
2	התעורר	התעורר	HITPAEL		3	Sing	Masc	הִתְעוֹרֵר	הִתְעוֹרֵר	11
1	תנצח	ניצח	HIFIL		3	Sing	Fem	תְּנַצֵּחַ	נִיצֵּחַ	11
1	ינצחו	ניצח	HIFIL		3	Plur	Masc	יְנַצְּחוּ	נִיצֵּחַ	11
1	להחרים	החרים	HIFIL	Inf				לְהַחֲרִים	הֶחָרִים	1
1	ינצו	ניצה	PAAL		3	Plur	Masc	יִנְּצוּ	נִיצָּה	1
1	נדלקת	נדלק	PAAL	Part	3	Sing	Fem	נִדְלֶקֶת	נִדְלַק	3
2	תלו	הלה	PAAL		3	Plur	Masc	תָּלוּ	הַלָּה	3
1	תלויה	תלה	PAAL	Part	3	Sing	Fem	תְּלוּיָה	תָּלָה	2
1	להתחרפן	התחרפן	HITPAEL	Inf				לְהִתְחַרְפֵּן	הִתְחַרְפֵּן	1
3	להשתגע	השתגע	HITPAEL	Inf				לְהִשְׁתַגֵּעַ	הִשְׁתַגֵּעַ	5
1	מרגשת	ריגש	HIFIL	Part	1,2,3	Sing	Fem	מְרַגֶּשֶׁת	רִּיגֵּשׁ	3
1	תכניס	הכניס	HIFIL		2	Sing	Masc	תַּכְנִיס	הִכְּנִיס	40
2	נערך	נערך	NIFAL		3	Sing	Masc	נֶעֱרַךְ	נֶעֱרַךְ	10
1	משומע	שומע	PIEL	Part	3	Sing	Masc	מְשׁוּמָּע	שׁוֹמֵעַ	1
1	צונאים	צנא	PAAL	Part	3	Plur	Masc	צוֹנְאִים	צִּנֵא	1
1	משדרת	שידר	HIFIL	Part	1,2,3	Sing	Fem	מְשְַׁדֶּרֶת	שִׁידֵּר	11
2	הצלחנו	הצליח	HIFIL		1	Plur	Masc	הִצְלַחְנוּ	הִצְלִיחַ	128
7	להצליח	הצליח	HITPAEL	Inf				לְהַצְלִיחַ	הִצְלִיחַ	128
4	להשפיע	השפיע	HIFIL	Inf				לְהַשְׁפִּיעַ	הִשְׁפִּיעַ	22
1	זכרו	זכר	PAAL		1	Plur	Masc	זִכְרוֹ	זֵכֶר	66
1	ידחוף	דחף	PAAL		3	Sing	Masc	יִדְחוֹף	דַּחַף	12
5	אספר	אספר	PAAL	Part	1	Sing	Masc	אֲסַפֵּר	אֲסַפֵּר	5
2	נלמד	נלמד	NIFAL		1	Sing	Masc	נִלְמַד	נִלְמַד	2
8	תגבירו	הגביר	HIFIL		1	Plur	Masc	תַּגְבִּירוּ	הִגְבִּיר	17
3	מתכוונים	התכוון	HITPAEL	Part	3	Plur	Masc	מִתְכַוְּונִים	הִתְכַוֵּון	26
1	לדפוק	דפק	PAAL	Inf				לִדְפּוֹק	דָּפַק	5
2	נשבר	נשבר	NIFAL		3	Sing	Masc	נִשְׁבַּר	נִשְׁבַּר	2
13	לקפוץ	קפץ	PAAL	Inf				לִקְפּוֹץ	קָפַץ	28
1	תשברו	שבר	PAAL		2	Plur	Masc	תִּשְׁבְּרוּ	שֶׁבֶר	16
1	להירדם	נרדם	HITPAEL	Inf				לְהֵירָדֵם	נִרְדַּם	3
2	מרוויח	הרוויח	HITPAEL	Part	1,2,3	Sing	Masc	מַרְוִויחַ	הִרְוִויחַ	22
4	מסתדר	הסתדר	HITPAEL	Part	3	Sing	Masc	מִסְתַדֵּר	הִסְתַדֵּר	21
1	חושש	חשש	PAAL	Part	1,2,3	Sing	Masc	חוֹשֵׁשׁ	חֲשָׁשׁ	4
5	תתחיל	התחיל	HIFIL		3	Sing	Fem	תַּתְחִיל	הִתְחִיל	351
2	יעלו	יעל			3	Plur	Fem,Masc	יַעֲלוּ	יָעֵל	2
1	שובר	שבר	PAAL	Part	3	Sing	Masc	שׁוֹבֵּר	שֶׁבֶר	16
2	מתוסכל	מתוסכל	PUAL	Part	1,2,3	Sing	Masc	מְתוּסְכָּל	מְתוּסְכָּל	2
8	מספיק	הספיק	HIFIL	Part	3	Sing	Masc	מַסְפִּיק	הִסְפִּיק	21
2	חייכה	חייך	PAAL		1	Sing	Fem	חִייְּכָה	חִייֵּךְ	10
1	נפגשה	נפגש	NIFAL		3	Sing	Fem	נִפְגְּשָׁה	נִפְגַּשׁ	31
2	פוחדת	פחד	PAAL	Part	1	Sing	Fem	פּוֹחֶדֶת	פַּחַד	16
1	תפספס	פספס	PAAL		3	Sing	Fem	תְּפַסְפֵּס	פַּסְפָּס	6
4	תצליח	הצליח	HIFIL		3	Sing	Fem	תַּצְלִיחַ	הִצְלִיחַ	128
1	לחנות	לחנות	PAAL	Inf				לַחֲנוּת	לַחֲנוּת	1
1	תלחץ	ליחץ	PAAL		3	Sing	Masc	תִּלְחַץ	לִיחֵץ	3
1	להכשיל	הכשיל	HIFIL	Inf				לְהַכְשִׁיל	הִכְשִׁיל	1
1	תזכרי	זכר	HIFIL		1	Sing	Masc	תִּזְכְּרִי	זֵכֶר	66
6	מכירה	הכיר	HIFIL	Part	1	Sing	Fem	מַכִּירָה	הִכִּיר	141
1	נוהגת	נהג	PAAL	Part	1,2,3	Sing	Fem	נוֹהֶגֶת	נַהָג	16
2	תבואי	בא	PAAL		1	Plur	Masc	תָּבוֹאִי	בָּא	264
4	תראי	רא	PAAL		2	Sing	Masc	תִּרְאִי	רָא	4
1	יוזם	הוזם	PAAL	Part	3	Sing	Masc	יוֹזֵם	הוּזַּם	1
3	מצפים	ציפה	PIEL	Part	1,2,3	Plur	Masc	מְצַפִּים	צִּיפָּה	10
3	זז	זז	PAAL		3	Sing	Masc	זָז	זָז	9
2	משחקים	שיחק	PIEL	Part	3	Plur	Masc	מִשְׂחָקִים	שִִׂיחֵק	12
1	הרגיזו	הרגיז	HIFIL		3	Plur	Masc	הִרְגִּיזוּ	הִרְגִּיז	6
1	מקדיש	הקדיש	PIEL	Part	1,2,3	Sing	Masc	מַקְדִּישׁ	הִקְדִּישׁ	4
1	תעסק	עסק	PAAL		3	Sing	Masc	תַּעֲסֹק	עֵסֶק	36
1	לתור	תר	PAAL	Inf				לָתוּר	תָּר	1
1	יחכו	חכ	PAAL		3	Plur	Masc	יְחַכּוּ	חַכְ	1
4	קרא	קרא	PAAL		3	Sing	Masc	קָרָא	קָרָא	113
1	להחמיא	החמיא	HIFIL	Inf				לְהַחֲמִיא	הֶחֱמִיא	1
1	כעס	כעס	PAAL		3	Sing	Masc	כַּעַס	כַּעַס	6
2	מבזבז	הבזבז	HIFIL	Part	1,2,3	Sing	Masc	מְבַזְבֵּז	הִבְזְבֵּז	2
7	לטפל	טיפל	PIEL	Inf				לְטַפֵּל	טִיפֵּל	13
10	ליהנות	נהנה	NIFAL	Inf				לֵיהָנוֹת	נֶהֱנֶה	32
1	התפנתה	התפנה	HITPAEL		3	Sing	Fem	הִתְפַנְּתָה	הִתְפַּנָּה	1
2	מתעניין	התעניין	HITPAEL	Part	1,2,3	Sing	Masc	מִתְעַנְיֵין	הִתְעַנְיֵין	10
2	תמשיכו	המשיך	HIFIL		1	Plur	Masc	תַּמְשִׁיכוּ	הִמְשִׁיךְ	113
3	תמצאו	מצצא	PAAL		3	Plur	Masc	תִּמְצְאוּ	מִצְּצָא	4
4	לאהוב	אהב	PIEL	Inf				לֶאֱהוֹב	אָהַב	164
1	ממהר	מיהר	PIEL	Part	1,2,3	Sing	Masc	מְמַהֵר	מִיהֵר	4
1	נע	נע	PAAL		3	Sing	Masc	נָע	נָע	3
2	מתאמן	התאמן	PIEL	Part	1,2,3	Sing	Masc	מִתְאַמֵּן	הִתְאַמֵּן	9
4	יורדת	ירד	PAAL	Part	3	Sing	Fem	יוֹרֶדֶת	יָרַד	48
6	תיזהר	נזהר	HIFIL		3	Sing	Masc	תִּיזָּהֵר	נִזְהַר	10
3	להתערב	התערב	HITPAEL	Inf				לְהִתְעָרֵב	הִתְעָרֵב	6
5	נשמעה	נשמע	NIFAL		3	Sing	Fem	נִשְׁמְעָה	נִשְׁמָע	64
1	לוחשת	לחש	PAAL	Part	3	Sing	Fem	לוֹחֶשֶׁת	לָחַשׁ	1
4	התקרב	התקרב	HITPAEL		3	Sing	Masc	הִתְקָרֵב	הִתְקָרֵב	17
1	הצמיד	הצמיד	HIFIL		3	Sing	Masc	הִצְמִיד	הִצְמִיד	2
1	הדלת	הדל	PAAL		3	Sing	Fem	הַדֶּלֶת	הַדַּל	1
4	נפתחה	נפתח	NIFAL		3	Sing	Fem	נִפְתְּחָה	נִפְתַּחַ	17
1	נבהל	נבהל	NIFAL		3	Sing	Masc	נִבְהַל	נִבְהַל	2
1	בחס	בחס	PAAL		3	Sing	Masc	בְּחָס	בְּחָס	1
1	ניסית	ניסי	HIFIL		1	Sing	Masc	נִיסִּית	נִיסִי	1
1	למלמל	מלמל	PIEL	Inf				לְמַלְמֵל	מִלְמֵל	1
1	צעקה	צעק	PAAL		3	Sing	Fem	צְּעָקָה	צָּעַק	3
1	תרקה	הרקה	PAAL		3	Sing	Fem	תָּרְקָה	הָרַקָּה	1
3	סגרה	סגר	PAAL		3	Sing	Fem	סָּגְרָה	סֶּגֶּר	20
1	להסתבך	הסתבך	HITPAEL	Inf				לְהִסְתַבֵּךְ	הִסְתַבֵּךְ	2
1	מעצבנים	עצבן	PIEL	Part	3	Plur	Masc	מְעַצְבְּנִים	עַצְבָּן	2
2	שותק	שתק	PAAL	Part	3	Sing	Masc	שׁוֹתֵק	שָׁתַק	4
1	שתסביר	שתסיר	HIFIL	Inf				שֶׁתַסְבִּיר	שַׁתָּסִיר	1
2	להאיר	האיר	HIFIL	Inf				לְהָאִיר	הֵאִיר	5
3	לעשן	עישן	PAAL	Inf				לְעַשֵּׁן	עִישָּׁן	3
2	סגר	סגר	PAAL		3	Sing	Masc	סֶּגֶּר	סֶּגֶּר	20
1	להיזהר	נזהר	NIFAL	Inf				לְהִיזָּהֵר	נִזְהַר	10
3	להשמיע	השמיע	HIFIL	Inf				לְהַשְׁמִיעַ	הִשְׁמִיעַ	8
2	דופק	דופק	PAAL	Part	3	Sing	Masc	דּוֹפֵק	דּוֹפֵק	2
1	מתחשבים	התחשב	HITPAEL	Part	3	Plur	Masc	מִתְחַשְׁבִים	הִתְחַשֵּׁב	7
5	מפסיקים	הפסיק	HIFIL	Part	3	Plur	Masc	מַפְסִיקִים	הִפְסִיק	42
2	נפסקה	נפסק	NIFAL		3	Sing	Fem	נִפְסְקָה	נִפְסַק	2
2	עצר	עצר	PAAL		3	Sing	Masc	עָצַר	עָצַר	29
1	לריב	רב	PAAL	Inf				לָרִיב	רַב	2
1	לחנך	חינך	PIEL	Inf				לְחַנֵּךְ	חִינְּךְ	4
2	שמרתי	שמר	PAAL		1	Sing	Masc	שָׁמַרְתִּי	שָׁמַר	52
4	בחרת	בחר	PAAL		2	Sing	Fem	בָּחַרְתָּ	בָּחַר	64
1	מבטאים	מבטא	PIEL	Part	3	Plur	Masc	מְבַטְּאִים	מְבַטֵּא	1
1	תתחת	תחח	PAAL		3	Sing	Masc	תִּתַחַת	תָּחַח	1
2	תעזור	עזר	HIFIL		3	Sing	Fem	תַּעֲזוֹר	עֵזֶר	160
3	סובלת	סבל	PAAL	Part	3	Sing	Fem	סוֹבֶלֶת	סֵּבֶל	10
7	חשבה	חשב	PAAL		3	Sing	Fem	חָשְׁבָה	חָשַׁב	318
7	להציע	הציע	HIFIL	Inf				לְהַצִּיעַ	הִצִּיעַ	33
2	התקשרה	התקשר	HITPAEL		3	Sing	Fem	הִתְקַשְּׁרָה	הִתְקַשֵּׁר	26
3	שמחה	שמחה	PAAL		3	Sing	Fem	שְִׂמֵחָה	שְִׂמֵחָה	3
3	הציעה	הציע	HIFIL		3	Sing	Fem	הִצִּיעָה	הִצִּיעַ	33
2	מתכננות	התכנן	HIFIL	Part	1,2,3	Plur	Fem	מְתַכְנְנוֹת	הִתְכַנֵּן	2
1	תעצבנה	עצב	PAAL		3	Sing	Fem	תְּעַצְבְּנָה	עֶצֶב	2
1	שמעה	שמע	PAAL		3	Sing	Fem	שָׁמְעָה	שָׁמַע	173
1	נעלבה	נעלב	NIFAL		3	Sing	Fem	נֶעֶלְבָה	נֶעֱלַב	1
1	התחרתה	התחרה	HITPAEL		3	Sing	Fem	הִתְחָרְתָה	הִתְחָרָה	15
8	דיברה	דיבר	PIEL		3	Sing	Fem	דִּיבְּרָה	דִּיבֵּר	359
1	מתה	מת	PAAL		3	Sing	Fem	מֵתָה	מֵת	22
4	ידעה	ידע	PAAL		3	Sing	Fem	יָדְעָה	יֶדַע	335
5	ביקשה	ביקש	PIEL		3	Sing	Fem	בִּיקְּשָׁה	בִּיקֵּשׁ	78
1	ילמדו	למד			3	Plur	Fem,Masc	יִלְמְדוּ	לָמַד	143
2	יראו	ראה	PAAL		3	Plur	Masc	יִרְאוּ	רָאָה	268
1	דחף	דחף	PAAL		3	Sing	Masc	דַּחַף	דַּחַף	12
7	לדרג	דירג	PIEL	Inf				לְדֶּרֶג	דִּירְג	12
2	שקורה	שקר	PAAL	Part	3	Sing	Masc	שֶׁקוֹרֶה	שֶׁקֶר	5
1	תצמיד	הצמיד	HIFIL		3	Sing	Masc	תַּצְמִיד	הִצְמִיד	2
4	שלוקחים	שלק	PAAL	Part	3	Plur	Masc	שֶׁלּוֹקְחִים	שֶׁלֶק	5
6	להתגייס	התגייס	HITPAEL	Inf				לְהִתְגַּיֵּיס	הִתְגַּיֵּיס	7
1	שרטו	שרט	PAAL		3	Plur	Masc	שָׂרְטוֹ	שֶׂרֶט	1
1	לבושים	בשה	PAAL	Part	3	Plur	Masc	לְבוּשִׁים	בָּשָׁה	1
4	לובשים	לבש	PAAL	Part	3	Plur	Masc	לוֹבְשִׁים	לָבַשׁ	9
1	תרגם	רגם	PAAL		3	Sing	Masc	תַּרְגֵּם	רֶגֶם	1
1	יעדיף	העדיף	HIFIL		3	Sing	Masc	יַעֲדִיף	הֶעֱדִיף	19
2	לגייס	גייס	PIEL	Inf				לְגַּיֵּיס	גַּיְּיס	3
2	קובעת	קבע	PAAL	Part	3	Sing	Fem	קוֹבַעַת	קֶבַע	55
5	קובע	קבע	PAAL	Part	3	Sing	Masc	קוֹבֵּעַ	קֶבַע	55
1	שנמשיך	שמשיך	HIFIL		1	Plur	Masc	שֶׁנַמְשִׁיךְ	שֶׁמָשִׁיךְ	1
1	מזהיר	הזהיר	HIFIL	Part	1	Sing	Masc	מַזְהִיר	הִזְהִיר	6
5	לוקחת	לקח	PAAL	Part	1,2,3	Sing	Fem	לוֹקַחַת	לֶקַח	156
2	מתנהלת	התנהל	HITPAEL	Part	1,2,3	Sing	Fem	מִתְנַהֶלֶת	הִתְנַהֵל	12
1	מציעה	הציע	HIFIL	Part	1,2,3	Sing	Fem	מַצִּיעָה	הִצִּיעַ	33
2	יחליטו	החליט	HIFIL		3	Plur	Fem,Masc	יַחֲלִיטוּ	הֶחֱלִיט	164
2	יסכים	הסכים	HIFIL		3	Sing	Masc	יַסְכִּים	הִסְכִּים	71
1	יגידו	הגיד	HIFIL		3	Plur	Fem,Masc	יַגִּידוּ	הִגִּיד	234
1	תחכה	חכה	PAAL		3	Sing	Masc	תְּחַכֶּה	חַכָּה	3
