formOccurrences	form	lemma	Gender	Number	form_niqqud	lemma_niqqud	lemmaCount
9	גישה	גישה	Fem	Sing	גִּישָׁה	גִּישָׁה	9
8	תומכים	תומך	Masc	Plur	תּוֹמְכִים	תּוֹמֵךְ	8
15	תרומה	תרומה	Fem	Sing	תְּרוּמָה	תְּרוּמָה	17
5	אונליין	אונליין	Masc	Sing	אוֹנְלַיְין	אוֹנְלַיְין	5
6	תשומת	תשומה	Fem	Sing	תְּשׂוּמֶת	תְּשׂוּמָה	6
7	עין	עין	Fem	Sing	עַיִן	עַיִן	28
6	קונטקסט	קונטקסט	Masc	Sing	קוֹנְטֵקְסְט	קוֹנְטֵקְסְט	6
1	הדירה	הדירה	Fem	Sing	הַדִּירָה	הַדִּירָה	1
1	מדיירים	מדייר	Masc	Plur	מְדַיְּירִים	מְדַיֵּיר	1
2	מיקום	מיקום	Masc	Sing	מִיקּוּם	מִיקּוּם	2
6	תל	תל	Masc	Sing	תֵּל	תֵּל	6
3	השעה	השעה	Fem	Sing	הַשָּׁעָה	הַשָּׁעָה	5
3	הפתעת	הפתעה	Fem	Sing	הַפְתָּעַת	הַפְּתָעָה	21
1	אקדח	אקדח	Masc	Sing	אֶקְדָּח	אֶקְדָּח	1
7	מתח	מתח	Masc	Sing	מֶתַח	מֶתַח	9
2	אדי	אד	Masc	Sing	אֵדִי	אֵד	2
3	שניות	שנייה	Fem	Plur	שְׁנִיּוֹת	שְׁנִיָּיה	28
2	עברת	עברה	Fem	Sing	עָבַרְתָּ	עָבְרָה	2
1	מסדרון	מסדרון	Masc	Sing	מִסְדְרוֹן	מִסְדְרוֹן	1
4	מכה	מכה	Fem	Sing	מַכָּה	מַכָּה	6
1	סקרן	סקרן	Masc	Sing	סַקְרָן	סַקְרָן	1
3	פרטיות	פרטי	Fem	Sing	פְּרָטִיּוּת	פְּרָטִי	3
1	הבטן	הבטן	Fem	Sing	הַבֶּטֶן	הַבֶּטֶן	1
1	בוניין	בוניין	Masc	Sing	בּוּנְיָין	בּוּנְיָין	1
4	נוף	נוף	Masc	Sing	נוֹף	נוֹף	6
9	שכנים	שכן	Masc	Plur	שְׁכֵנִים	שֶׁכֵּן	20
1	מאשנים	מאשן	Masc	Plur	מְאַשְּׁנִים	מְאֻשָׁן	1
3	עשן	עשן	Masc	Sing	עָשָׁן	עָשָׁן	3
2	הגיל	הגיל	Masc	Sing	הַגִּיל	הַגִּיל	2
1	קריוקי	קריוק	Masc	Sing	קַרְיוּקִי	קַרְיוּק	1
5	מחשבות	מחשבה	Fem	Plur	מַחֲשָׁבוֹת	מַחֲשָׁבָה	19
2	רובם	רובם	Masc	Plur	רוּבָּם	רוּבָּם	2
1	שיבי	שיב	Masc	Sing	שִׁיבִי	שִׁיב	1
10	סביבה	סביבה	Fem	Sing	סְבִיבָה	סְבִיבָה	19
22	ריאליטי	ריאליטי	Masc	Sing	רֵיאָלִיטִי	רֵיאָלִיטִי	22
5	מתמטיקה	מתמטיקה	Fem	Sing	מָתֵמָטִיקָה	מָתֵמָטִיקָה	5
1	חבורה	חבורה	Fem	Sing	חֲבוּרָה	חֲבוּרָה	1
4	סליחה	סליחה	Fem	Sing	סְלִיחָה	סְלִיחָה	4
1	תמטיקה	תמטיקה	Fem	Sing	תֵּמָטִיקָה	תֵּמָטִיקָה	1
4	מאזין	מאזין	Masc	Sing	מַאֲזִין	מַאֲזִין	77
2	תרומות	תרומה	Fem	Plur	תְּרוּמוֹת	תְּרוּמָה	17
7	דבש	דבש	Masc	Sing	דְּבַשׁ	דְּבַשׁ	7
2	סאונד	סאונד	Masc	Sing	סָאוּנְד	סָאוּנְד	2
2	קליקים	קליק	Masc	Plur	קְלִיקִים	קְלִיק	3
2	אוזניים	אוזן	Fem	Plur	אוֹזְנַיִים	אוֹזֶן	4
7	נערה	נערה	Fem	Sing	נַעֲרָה	נַעֲרָה	14
11	אוטובוסים	אוטובוס	Masc	Plur	אוֹטוֹבּוּסִים	אוֹטוֹבּוּס	55
1	גיבור	גיבור	Masc	Sing	גִּיבּוֹר	גִּיבּוֹר	2
1	השירות	השירות	Masc	Sing	הַשֵּׁירוּת	הַשֵּׁירוּת	1
1	ביס	ביס	Masc	Sing	בִּיס	בִּיס	1
1	סה	סה	Masc	Sing	סֶּה	סֶּה	1
3	מדים	מדים	Masc	Plur	מַדִּים	מַדִּים	3
5	דודים	דוד	Masc	Plur	דָּוִדִים	דָּוִד	13
1	ברכבות	ברכב	Masc	Plur	בָּרַכָּבוֹת	בְּרֶכֶב	1
7	נערות	נערה	Fem	Plur	נְעָרוֹת	נַעֲרָה	14
1	מכתב	מכתב	Masc	Sing	מִכְתָּב	מִכְתָּב	1
13	צב	צב	Masc	Sing	צָּב	צָּב	13
1	פרמסיט	פרמסיט	Masc	Sing	פָּרָמֵסִיט	פָּרָמֵסִיט	1
1	פרלסריום	פרלסריום	Masc	Sing	פַּרְלֶסְרִיּוּם	פַּרְלֶסְרִיּוּם	1
1	מליטר	מליטר	Masc	Sing	מֵלִיטֶר	מֵלִיטֶר	1
1	מסמך	מסמך	Masc	Sing	מִסְמָךְ	מִסְמָךְ	3
8	תחנות	תחנה	Fem	Plur	תַּחֲנוֹת	תַּחֲנָה	19
2	בדיקות	בדיקה	Fem	Plur	בְּדִיקוֹת	בְּדִיקָה	9
1	אפילפסיה	אפילפסיה	Fem	Sing	אַפִּילְפֶסְיָה	אַפִּילְפֶסְיָה	1
12	פרופיל	פרופיל	Masc	Sing	פְּרוֹפִיל	פְּרוֹפִיל	14
4	ציון	ציון	Masc	Sing	צִּיוֹן	צִּיוֹן	13
5	התאם	התאם	Masc	Sing	הֶתְאֵם	הֶתְאֵם	5
11	תפקידים	תפקיד	Masc	Plur	תַּפְקִידִים	תַּפְקִיד	48
4	חלוקה	חלוקה	Fem	Sing	חֲלוּקָּה	חֲלוּקָּה	4
6	שיטת	שיטה	Fem	Sing	שִׁיטַת	שִׁיטָה	14
2	גיון	גיון	Masc	Sing	גִּיוֹן	גִּיוֹן	5
7	יחידות	יחידה	Fem	Plur	יְחִידוֹת	יְחִידָה	18
1	קרביות	קרבי	Fem	Plur	קְרָבִיּוֹת	קְרָבִי	1
1	ראייה	ראייה	Fem	Sing	רְאִיָּיה	רְאִיָּיה	1
2	אפס	אפס	Masc	Sing	אֶפֶס	אֶפֶס	2
1	היגיון	היגיון	Masc	Sing	הִיגְּיוֹן	הִיגְּיוֹן	1
3	אישיות	אישיות	Fem	Sing	אִישִׁיּוּת	אִישִׁיּוּת	3
2	קבה	קבה	Masc	Sing	קֵבָה	קֵבָה	2
8	ראשי	ראש	Masc	Plur	רָאשִׁי	רֹאשׁ	96
8	תיבות	תיבה	Fem	Plur	תֵּיָבוֹת	תֵּיְבָה	8
1	אקרונים	אקרון	Masc	Plur	אַקְרוֹנִים	אַקְרוֹן	1
10	ראיון	ראיון	Masc	Sing	רֵאָיוֹן	רֵאָיוֹן	10
3	מוטיבציה	מוטיבציה	Fem	Sing	מוֹטִיבַצְיָה	מוֹטִיבַצְיָה	3
9	אפשרות	אפשרות	Fem	Sing	אֶפְשָׁרוּת	אֶפְשָׁרוּת	18
5	אופציות	אופציה	Fem	Plur	אוֹפְּצִיּוֹת	אוֹפְּצִיָּה	18
7	שורה	שורה	Fem	Sing	שׁוּרָה	שׁוּרָה	10
1	צ'ק	צ'ק	Masc	Sing	צֵ'ק	צֵ'ק	1
3	אתגרת	אתגרת	Fem	Sing	אֶתְגֶּרֶת	אֶתְגֶּרֶת	3
7	גדנה	גדנה	Fem	Sing	גָּדְנָה	גָּדְנָה	7
1	גדודי	גדוד	Masc	Plur	גְּדוּדִי	גְּדוּד	1
1	סמינר	סמינר	Masc	Sing	סֵּמִינָר	סֵּמִינָר	2
3	תלמידי	תלמיד	Masc	Plur	תַּלְמִידִי	תַּלְמִיד	48
7	מפקדים	מפקד	Masc	Plur	מְפַקְּדִים	מְפַקֵּד	14
1	הרחבה	הרחבה	Fem	Sing	הַרְחָבָה	הַרְחָבָה	1
2	משמט	משמט	Masc	Sing	מִשְׁמָט	מִשְׁמָט	2
2	מפקדת	מפקדה	Fem	Sing	מְפַקֶּדֶת	מִפְקָדָה	2
8	רשות	רשות	Fem	Sing	רְשׁוּת	רְשׁוּת	9
1	למידים	למיד	Masc	Plur	לְמִידִּים	לְמִיָּד	1
1	רוטינה	רוטינה	Fem	Sing	רוֹטִינָה	רוֹטִינָה	1
2	שיניים	שן	Fem	Plur	שִׁינַּיִים	שֵׁן	2
6	פעילויות	פעילות	Fem	Plur	פְּעִילוּיוֹת	פְּעִילוּת	14
5	ארוחות	ארוחה	Fem	Plur	אֲרוּחוֹת	אֲרוּחָה	35
2	מחנכות	מחנכה	Fem	Plur	מְחַנְּכוֹת	מְחַנְּכָה	2
1	מחנכים	מחנך	Masc	Plur	מְחַנְּכִים	מְחַנֵּךְ	1
7	כיתות	כיתות	Fem	Plur	כִּיתּוֹת	כִּיתּוֹת	7
5	סמכות	סמכות	Fem	Sing	סַמְכוּת	סַמְכוּת	5
9	עיקר	עיקר	Masc	Sing	עִיקָּר	עִיקָּר	9
2	שהמורים	שהמור	Masc	Plur	שֶׁהַמּוֹרִים	שֶׁהַמּוּר	2
1	סימולציה	סימולציה	Fem	Sing	סִּימוּלַצְיָה	סִּימוּלַצְיָה	1
2	דיסטנס	דיסטנס	Masc	Sing	דִּיסְטֵנְס	דִּיסְטֵנְס	2
1	התלמידים	התלמיד	Masc	Plur	הַתַּלְמִידִים	הַתַּלְמִיד	1
8	ציונים	ציון	Masc	Plur	צִּיוֹנִים	צִּיוֹן	13
1	לחיתה	לחיתה	Fem	Sing	לְחַיְתָה	לְחַיְתָה	1
1	בחנים	בחן	Masc	Plur	בְּחָנִים	בָּחַן	1
3	סיירות	סייר	Fem	Plur	סַּיְירוֹת	סַּיָּר	3
3	מיון	מיון	Masc	Sing	מִיּוּן	מִיּוּן	5
1	אילית	אילית	Fem	Sing	אִילִית	אִילִית	1
1	שקי	שק	Masc	Plur	שַּׂקִי	שַּׂק	13
3	זמנה	זמנה	Fem	Sing	זְמַנָּהּ	זְמַנָּהּ	4
1	סיירת	סיירת	Fem	Sing	סַיֶּירֶת	סַיֶּירֶת	1
1	מתקל	מתקל	Masc	Sing	מְתַקֵּל	מְתַקֵּל	1
1	שייטת	שייטה	Fem	Sing	שְַׁיֶיטֶת	שְַׁיָיטָה	1
1	שלדג	שלדג	Masc	Sing	שֶׁלְדָּג	שֶׁלְדָּג	1
3	אינפוס	אינפוס	Masc	Sing	אִינְפוּס	אִינְפוּס	3
9	מודיעין	מודיעין	Masc	Sing	מוֹדִיעִין	מוֹדִיעִין	9
3	סייבר	סייבר	Masc	Sing	סַּיְיבֶר	סַּיְיבֶר	3
5	הדרכה	הדרכה	Fem	Sing	הַדְרָכָה	הַדְרָכָה	5
2	מדריכות	מדריך	Fem	Plur	מַדְרִיכוֹת	מַדְרִיךְ	6
1	צניחה	צניחה	Fem	Sing	צְּנִיחָה	צְּנִיחָה	1
1	המרים	המר	Masc	Plur	הִמִרְיָם	הַמַּר	1
2	מיונים	מיון	Masc	Plur	מִיּוּנִים	מִיּוּן	5
15	מציאות	מציאות	Fem	Sing	מְצִיאוּת	מְצִיאוּת	15
2	טייס	טייס	Masc	Sing	טַיָּיס	טַיָּיס	4
2	חיל	חיל	Masc	Sing	חַיָּל	חַיָּל	2
6	התבגרות	התבגרות	Fem	Sing	הִתְבַגְּרוּת	הִתְבַגְּרוּת	6
1	הפסקות	הפסקה	Fem	Plur	הַפְּסָקוֹת	הַפְּסָקָה	22
1	פסיק	פסיק	Masc	Sing	פָּסִיק	פָּסִיק	1
1	הבעיה	הבעיה	Fem	Sing	הַבְּעָיָה	הַבְּעָיָה	1
1	צאת	צאת	Fem	Sing	צֵּאת	צֵּאת	1
2	מקצועות	מקצוע	Masc	Plur	מִקְצוֹעוֹת	מִקְצוֹעַ	29
2	דינמיקה	דינמיקה	Fem	Sing	דִּינָמִיקָה	דִּינָמִיקָה	2
2	ישון	יישון	Masc	Sing	יִשׁוֹן	יִישׁוֹן	2
4	דאגות	דאגה	Fem	Plur	דְּאָגוֹת	דְּאָגָה	5
1	כשתה	כשתה	Masc	Sing	כָּשְׁתָה	כָּשְׁתָה	1
3	מראה	מראה	Masc	Sing	מַרְאֶה	מַרְאֶה	11
3	פה	פה	Masc	Sing	פֹּה	פֹּה	8
1	חייל	חייל	Masc	Sing	חַיָּיל	חַיָּיל	26
1	הפחד	הפחד	Masc	Sing	הַפַּחַד	הַפַּחַד	1
2	הכרת	הכרה	Fem	Sing	הַכָּרַת	הַכָּרָה	8
1	ספרית	ספרית	Fem	Sing	סִפְרִית	סִפְרִית	1
3	טובות	טובה	Fem	Plur	טוֹבוֹת	טוֹבָה	15
2	מספרה	מספרה	Fem	Sing	מִסְפָּרָה	מִסְפָּרָה	2
1	בוידת	בוידה	Fem	Sing	בָּוִידַת	בָּוִידָה	1
9	עירייה	עירייה	Fem	Sing	עִירִיָּיה	עִירִיָּיה	17
3	לבת	לבת	Fem	Sing	לְבַּת	לְבַּת	3
1	מבטים	מבט	Masc	Plur	מַבָּטִים	מַבָּט	16
1	קשבתי	קשב	Fem	Sing	קָשַׁבְתִּי	קֶשֶׁב	3
6	ראליטי	ראליט	Masc	Sing	רָאלִיטִי	רָאלִיט	6
2	דייטים	דייט	Masc	Plur	דֵּיְיטִים	דֵּיְיט	4
24	זוגות	זוג	Masc	Plur	זוּגוֹת	זוּג	75
6	פגישה	פגישה	Fem	Sing	פְּגִישָׁה	פְּגִישָׁה	9
1	מנחה	מנחה	Masc	Sing	מַנְחֶה	מַנְחֶה	1
2	שחקן	שחקן	Masc	Sing	שְַׂחָקָן	שְַׂחָקָן	4
1	מתוכניות	מתוכנית	Fem	Plur	מִתּוֹכְנִיּוֹת	מִתּוֹכְנִית	1
4	תירוץ	תירוץ	Masc	Sing	תֵּירוּץ	תֵּירוּץ	5
2	צופ	צוף	Masc	Sing	צוֹפּ	צוּף	4
1	מועה	מועה	Masc	Sing	מוֹעֶה	מוֹעֶה	1
1	קליק	קליק	Masc	Sing	קְלִיק	קְלִיק	3
1	תסרית	תסרית	Fem	Sing	תַּסָרִית	תַּסָרִית	1
1	במאי	במאי	Masc	Sing	בַּמַּאי	בַּמַּאי	1
3	בישול	בישול	Masc	Sing	בִּישּׁוּל	בִּישּׁוּל	4
2	ריבועים	ריבוע	Masc	Plur	רִיבּוּעִים	רִיבּוּעַ	2
1	רואע	רואע	Masc	Sing	רוֹאֵעַ	רוֹאֵעַ	1
6	רצפה	רצפה	Fem	Sing	רִצְפָּה	רִצְפָּה	6
8	ריקוד	ריקוד	Masc	Sing	רִיקּוּד	רִיקּוּד	20
1	שופטות	שופט	Fem	Plur	שׁוֹפְטוֹת	שׁוֹפֵּט	23
1	נשכת	נשכה	Fem	Sing	נָשֶׁכֶת	נָּשְׁכָה	1
2	שפתיים	שפה	Fem	Plur	שְׂפָתַיִם	שָׂפָה	106
1	משכת	משכה	Fem	Sing	מָשְַׁכַת	מָשְׁכָה	1
1	נפילה	נפילה	Fem	Sing	נְפִילָה	נְפִילָה	1
1	נשוך	נשוך	Masc	Sing	נָּשׁוּךְ	נָּשׁוּךְ	1
1	עים	עים	Fem	Sing	עַיִם	עַיִם	1
1	קריבים	קריב	Masc	Plur	קְרִיבִים	קָרִיב	1
2	טיפוסים	טיפוס	Masc	Plur	טִיפּוּסִים	טִיפּוּס	3
1	ניפולציות	ניפולציה	Fem	Plur	נִיפּוּלַצְיוֹת	נִיפּוּלַצְיָה	1
1	הסדרות	הסדרה	Fem	Plur	הַסְּדָרוֹת	הַסִּדְרָה	2
1	שלישית	שלישייה	Fem	Sing	שְׁלִישִׁית	שְׁלִישִׁיָּיה	1
1	פלוט	פלוט	Masc	Sing	פְּלוֹט	פְּלוֹט	1
6	סופרמרקט	סופרמרקט	Masc	Sing	סוּפֶּרְמַרְקֶט	סוּפֶּרְמַרְקֶט	12
7	כוכבים	כוכב	Masc	Plur	כּוֹכָבִים	כּוֹכָב	15
3	תאימות	תאימה	Fem	Sing	תְּאִימוּת	תְּאִימָה	6
1	העדפות	העדפה	Fem	Plur	הַעֲדָפוֹת	הַעֲדָפָה	1
3	טכניקות	טכניקה	Fem	Plur	טֶכְנִיקוֹת	טֶכְנִיקָה	3
1	תיאורים	תיאור	Masc	Plur	תֵּיְאוּרִים	תֵּיָאוּר	2
1	רומנטיקה	רומנטיקה	Fem	Sing	רוֹמַנְטִיקָה	רוֹמַנְטִיקָה	1
1	פסיכולוגיה	פסיכולוגיה	Fem	Sing	פְּסִיכוֹלוֹגְיָה	פְּסִיכוֹלוֹגְיָה	1
2	הזוגות	הזוגה	Masc	Plur	הַזּוּגוֹת	הֲזוּגָהּ	2
2	ממבט	ממבט	Masc	Sing	מִמַּבָּט	מִמַּבָּט	2
1	תכונות	תכונה	Fem	Plur	תְּכוּנוֹת	תְּכוּנָה	1
1	הבחירה	הבחירה	Fem	Sing	הַבְּחִירָה	הַבְּחִירָה	1
1	זמרות	זמרות	Fem	Plur	זַמָּרוֹת	זַמָּרוֹת	1
8	תואר	תואר	Masc	Sing	תּוֹאַר	תּוֹאַר	8
1	פאנל	פנל	Masc	Sing	פָּאנֶל	פָּנָל	1
2	רוקדים	רקד	Masc	Plur	רוֹקְדִים	רָקַד	2
5	רקדנים	רקדן	Masc	Plur	רַקְדָּנִים	רַקְדָּן	7
2	סגנונות	סגנון	Masc	Plur	סִגְנוֹנוֹת	סִּגְנוֹן	9
1	סלסה	סלסה	Fem	Sing	סַלְסָה	סַלְסָה	1
1	לס	לס	Masc	Sing	לֵס	לֵס	1
1	הדכה	הדכה	Fem	Sing	הֲדַכָּה	הֲדַכָּה	1
53	מנוי	מנוי	Masc	Sing	מָּנוּי	מָּנוּי	53
1	דרכו	דרכו	Fem	Sing	דַּרְכּוֹ	דַּרְכּוֹ	1
1	תאמי	תאם	Masc	Sing	תָּאֳמִי	תָּאֵם	1
1	הזנת	הזנה	Fem	Sing	הֲזָנַת	הֲזָנָה	1
2	עניינות	עניינות	Fem	Plur	עִנְיָינוֹת	עִנְיָינוֹת	2
7	שינה	שינה	Fem	Sing	שֵׁינָה	שֵׁינָה	7
3	ספינת	ספינה	Fem	Sing	סְפִינַת	סְפִינָה	9
1	טען	טען	Masc	Sing	טָעַן	טָעַן	1
2	ריב	ריב	Masc	Sing	רִיב	רִיב	4
20	נזירים	נזיר	Masc	Plur	נְזִירִים	נָזִיר	22
4	מוזאון	מוזאון	Masc	Sing	מוּזֵאוֹן	מוּזֵאוֹן	4
4	פנסי	פנס	Masc	Plur	פָּנָסִי	פָּנָס	5
1	הקצין	הקצין	Masc	Sing	הַקָּצִין	הַקָּצִין	1
2	מטען	מטען	Masc	Sing	מִטְעָן	מִטְעָן	2
1	טון	טון	Masc	Sing	טוֹן	טוֹן	1
1	פיורד	פיורד	Masc	Sing	פְּיוֹרְד	פְּיוֹרְד	1
1	אוניית	אונייה	Fem	Sing	אוֹנִיַּית	אוֹנִיָּיה	3
2	הגינה	הגינה	Fem	Sing	הַגִּינָה	הַגִּינָה	2
16	עץ	עץ	Masc	Sing	עֵץ	עֵץ	41
1	מבתים	מבת	Masc	Plur	מִבָּתִים	מַבָּּת	1
3	ענקית	ענקי	Fem	Sing	עֲנָקִית	עֲנָקִי	3
1	צרות	צרה	Fem	Plur	צָּרוֹת	צָּרָה	2
1	שבדלת	שבדלת	Fem	Sing	שֶׁבַּדֶּלֶת	שֶׁבַּדֶּלֶת	1
3	פסקה	פסק	Fem	Sing	פִּסְקָה	פֶּסֶק	4
2	צלצול	צלצול	Masc	Sing	צִּלְצוּל	צִּלְצוּל	3
1	עזזל	עזזל	Masc	Sing	עִזְזֵל	עִזְזֵל	1
10	אוניה	אוניה	Fem	Sing	אוֹנְיָה	אוֹנְיָה	10
1	קצין	קצין	Masc	Sing	קָצִין	קָצִין	2
2	אוניות	אונייה	Fem	Plur	אוֹנִיּוּת	אוֹנִיָּיה	3
1	גדולות	גדולות	Fem	Plur	גְּדוֹלוֹת	גְּדוֹלוֹת	1
1	ששתות	ששת	Fem	Plur	שֶׁשָּׁתוּת	שֵׁשֶׁת	1
2	תיאוריה	תיאוריה	Fem	Sing	תֵּיָאוֹרְיָה	תֵּיָאוֹרְיָה	2
2	פנייה	פנייה	Fem	Sing	פְּנִיָּיה	פְּנִיָּיה	5
1	סלע	סלע	Masc	Sing	סֶלַע	סֶלַע	2
1	דלקים	דלק	Masc	Plur	דְּלָקִים	דֶּלֶק	13
1	גינה	גינה	Fem	Sing	גִּינָּה	גִּינָּה	1
4	רטוס	רטוס	Masc	Sing	רָטוּס	רָטוּס	4
1	הגי	הג	Masc	Sing	הַגִּי	הָג	1
5	מנזרים	מנזר	Masc	Plur	מִנְּזָרִים	מִנְּזָר	18
1	מתפללים	מתפלל	Masc	Plur	מִתְפַלְלִים	מִתְפַלֵּל	1
13	מנזר	מנזר	Masc	Sing	מִנְּזָר	מִנְּזָר	18
1	לויה	לויה	Masc	Sing	לְוָיָה	לְוָיָה	1
1	לנשים	לנש	Masc	Plur	לְנָשִׁים	לַנָּשׁ	1
1	נקבות	נקבה	Fem	Plur	נְקֵבוֹת	נְקֵבָה	4
1	פרות	פרות	Fem	Plur	פָּרוֹת	פָּרוֹת	1
1	כבסים	כבס	Masc	Plur	כְּבָסִים	כָּבֵס	1
1	סוסות	סוס	Fem	Plur	סוּסוֹת	סוּס	12
2	חיה	חיה	Fem	Sing	חַיָּה	חַיָּה	13
3	נקבה	נקבה	Fem	Sing	נְקֵבָה	נְקֵבָה	4
1	חתולה	חתולה	Fem	Sing	חֲתוּלָה	חֲתוּלָה	2
1	חתולות	חתולה	Fem	Plur	חֲתוּלוֹת	חֲתוּלָה	2
1	מעכברים	מעכבר	Masc	Plur	מְעַכְבְּרִים	מְעַכְבֵּר	1
12	חתול	חתול	Masc	Sing	חָתוּל	חָתוּל	16
11	כנסייה	כנסייה	Fem	Sing	כְּנֵסִיָּיה	כְּנֵסִיָּיה	11
1	אורתודוקסים	אורתודוקסי	Masc	Plur	אוֹרְתּוֹדוֹקְסִים	אוֹרְתּוֹדוֹקְסִי	1
15	חוקרים	חוקר	Masc	Plur	חוֹקְרִים	חוֹקֵר	17
2	מעבורת	מעבורת	Fem	Sing	מַעְבּוֹרֶת	מַעְבּוֹרֶת	2
2	סחורות	סחורה	Fem	Plur	סְחוֹרוֹת	סְחוֹרָה	4
1	הקדמה	הקדמה	Fem	Sing	הַקְדָּמָה	הַקְדָּמָה	5
2	חומה	חומה	Fem	Sing	חוֹמָה	חוֹמָה	2
4	חשיבות	חשיבות	Fem	Sing	חֲשִׁיבוּת	חֲשִׁיבוּת	4
1	רחנית	רחנית	Fem	Sing	רַחֲנִית	רַחֲנִית	1
4	פטריארך	פטריארך	Masc	Sing	פַּטְרִיאַרְךְ	פַּטְרִיאַרְךְ	4
1	תפילה	תפילה	Fem	Sing	תְּפִילָּה	תְּפִילָּה	1
1	אפיפיור	אפיפיור	Masc	Sing	אֶפִּיפְיוֹר	אֶפִּיפְיוֹר	1
2	גיטימציה	גיטימציה	Fem	Sing	גִּיטִימַצְיָה	גִּיטִימַצְיָה	2
3	אמונה	אמונה	Fem	Sing	אֱמוּנָה	אֱמוּנָה	3
1	קתולים	קתולי	Masc	Plur	קָתוֹלִים	קָתוֹלִי	1
2	מחאה	מחאה	Fem	Sing	מְחָאָה	מְחָאָה	3
2	מחוסר	מחוסר	Masc	Sing	מְחוּסָּר	מְחוּסָּר	2
1	אוטונומיה	אוטונומיה	Fem	Sing	אוֹטוֹנוֹמְיָה	אוֹטוֹנוֹמְיָה	1
6	שוטרים	שוטר	Masc	Plur	שׁוֹטְרִים	שׁוֹטֵר	8
1	בז	בז	Masc	Sing	בָּז	בָּז	1
2	חשדנות	חשדנות	Fem	Sing	חַשְׁדָנוּת	חַשְׁדָנוּת	2
3	הנהלת	הנהלה	Fem	Sing	הַנְּהָלַת	הַנְּהָלָה	9
6	צעדים	צעד	Masc	Plur	צְּעָדִים	צַעַד	13
1	תקן	תקן	Masc	Sing	תֶּקֶן	תֶּקֶן	1
1	ספינות	ספינות	Fem	Plur	סְפִינוֹת	סְפִינוֹת	1
2	נזיר	נזיר	Masc	Sing	נָזִיר	נָזִיר	22
1	גינון	גינון	Masc	Sing	גִּינּוּן	גִּינּוּן	1
1	מגרפות	מגרפת	Fem	Plur	מַגְרְפוֹת	מַגְּרֶפֶת	1
1	מעדרים	מעדר	Masc	Plur	מְעַדְּרִים	מַעְדֵּר	1
2	מכות	מכה	Fem	Plur	מַכּוֹת	מַכָּה	6
1	צלעות	צלעת	Fem	Plur	צְּלָעוֹת	צַּלַעַת	1
3	טיפול	טיפול	Masc	Sing	טִיפּוּל	טִיפּוּל	6
1	כותרות	כותרת	Fem	Plur	כּוֹתָרוֹת	כּוֹתֶרֶת	2
1	שרבים	שרב	Masc	Plur	שְׁרַבִּים	שָׁרָב	1
1	קונפליקטים	קונפליקט	Masc	Plur	קוֹנְפְלִיקְטִים	קוֹנְפְלִיקְט	4
7	דת	דת	Fem	Sing	דָּת	דָּת	8
1	חופי	חוף	Masc	Plur	חוֹפִי	חוֹף	23
1	ילדת	ילד	Fem	Sing	יַלְדַּת	יֶלֶד	283
2	שגרת	שגרה	Fem	Sing	שִׁגְרַת	שִׁגְרָה	7
1	מקלחות	מקלחת	Fem	Plur	מִקְלָחוֹת	מִקְלַחַת	4
1	רדמות	רדמה	Fem	Sing	רְדָמוֹת	רָדְמָה	1
1	אינבוקס	אינבוקס	Masc	Sing	אִינְבּוּקְס	אִינְבּוּקְס	1
1	פוצץ	פוצץ	Masc	Sing	פּוֹצֵץ	פּוֹצֵץ	1
2	חצות	חצות	Fem	Sing	חֲצוֹת	חֲצוֹת	2
1	אטרקטיביות	אטרקטיביות	Fem	Sing	אַטְרַקְטִיבִיּוּת	אַטְרַקְטִיבִיּוּת	1
4	שתייה	שתייה	Fem	Sing	שְׁתִיָּיה	שְׁתִיָּיה	5
1	הכנסה	הכנסה	Fem	Sing	הַכְּנָסָה	הַכְּנָסָה	4
2	השעות	השעה	Fem	Plur	הַשָּׁעוֹת	הַשָּׁעָה	5
4	סאבים	סאב	Masc	Plur	סָאבִים	סָאב	4
12	מועדון	מועדון	Masc	Sing	מוֹעֲדוֹן	מוֹעֲדוֹן	16
1	מאזינות	מאזין	Masc	Plur	מַאֲזִינוֹת	מַאֲזִין	77
1	בוסים	בוס	Masc	Plur	בּוֹסִים	בּוֹס	3
2	שנינו	שנינו	Masc	Plur	שְׁנֵינוּ	שְׁנֵינוּ	2
1	ברנץ	ברנץ	Masc	Sing	בְּרֵנְץ	בְּרֵנְץ	1
15	תחבורה	תחבורה	Fem	Sing	תַּחְבּוּרָה	תַּחְבּוּרָה	15
1	תזמי	תזם	Masc	Plur	תַּזְמִי	תֶּזֶם	1
1	טרסה	טרסה	Fem	Sing	טָּרְסָה	טָּרְסָה	1
3	מסעדנות	מסעדנה	Masc	Plur	מַסְעֲדָנוּת	מַסְעַדְנָה	3
9	עיצוב	עיצוב	Masc	Sing	עִיצּוּב	עִיצּוּב	9
1	הסעדה	הסעדה	Fem	Sing	הַסְּעָדָה	הַסְּעָדָה	1
1	ביקרת	ביקרת	Fem	Sing	בִּיקַּרְתָּ	בִּיקַּרְתָּ	1
1	חילופי	חילוף	Masc	Plur	חִילּוּפִי	חִילּוּף	1
1	רגשתי	רגש	Fem	Sing	רָגַשְׁתִּי	רֶגֶשׁ	7
2	זג	זג	Masc	Sing	זֶג	זֶג	2
4	תודעה	תודעה	Fem	Sing	תּוֹדָעָה	תּוֹדָעָה	4
